timestamp_str,transaction_id,amount
2020-01-01 01:16:44,1000140,3891.33
2020-01-01 01:17:27,1000141,4911.58
2020-01-01 01:17:29,1000142,4441.21
2020-01-01 01:18:24,1000143,27.21
2020-01-01 01:19:01,1000144,3199.28
2020-01-01 01:19:17,1000145,510.88
2020-01-01 01:20:15,1000146,3225.8
2020-01-01 01:20:42,1000147,313.11
2020-01-01 01:21:09,1000148,3566.88
2020-01-01 01:21:56,1000149,2114.21
2020-01-01 01:22:30,1000150,3794.01
2020-01-01 01:22:36,1000151,3669.14
2020-01-01 01:23:32,1000152,2439.21
2020-01-01 01:24:24,1000153,778.48
2020-01-01 01:24:54,1000154,4827.43
2020-01-01 01:25:05,1000155,3953.13
2020-01-01 01:25:47,1000156,1909.69
2020-01-01 01:25:53,1000157,1218.27
2020-01-01 01:26:27,1000158,4036.0
2020-01-01 01:26:59,1000159,1405.88
2020-01-01 01:27:57,1000160,3174.89
2020-01-01 01:28:56,1000161,4582.92
2020-01-01 01:29:20,1000162,2515.69
2020-01-01 01:29:31,1000163,3701.27
2020-01-01 01:29:34,1000164,657.32
2020-01-01 01:30:30,1000165,2154.55
2020-01-01 01:31:09,1000166,2413.73
2020-01-01 01:32:00,1000167,296.47
2020-01-01 01:32:16,1000168,1675.9
2020-01-01 01:33:12,1000169,1256.63
2020-01-01 01:33:34,1000170,2756.48
2020-01-01 01:34:03,1000171,4005.72
2020-01-01 01:34:52,1000172,2508.7
2020-01-01 01:35:09,1000173,3906.06
2020-01-01 01:35:23,1000174,4263.48
2020-01-01 01:35:51,1000175,2673.96
2020-01-01 01:36:39,1000176,3637.36
2020-01-01 01:37:34,1000177,3822.73
2020-01-01 01:38:29,1000178,4823.45
2020-01-01 01:38:57,1000179,684.31
2020-01-01 01:39:22,1000180,1885.6
2020-01-01 01:40:07,1000181,1835.61
2020-01-01 01:41:07,1000182,1442.95
2020-01-01 01:41:52,1000183,2646.3
2020-01-01 01:42:37,1000184,3031.51
2020-01-01 01:43:15,1000185,1683.97
2020-01-01 01:43:56,1000186,1585.24
2020-01-01 01:44:21,1000187,211.83
2020-01-01 01:45:21,1000188,2697.78
2020-01-01 01:46:15,1000189,3891.44
2020-01-01 01:46:34,1000190,3701.28
2020-01-01 01:47:29,1000191,1978.23
2020-01-01 01:48:22,1000192,2031.75
2020-01-01 01:49:19,1000193,4273.42
2020-01-01 01:50:05,1000194,1065.45
2020-01-01 01:50:18,1000195,197.5
2020-01-01 01:50:48,1000196,1820.59
2020-01-01 01:51:13,1000197,4283.63
2020-01-01 01:51:51,1000198,647.01
2020-01-01 01:52:25,1000199,2535.52
2020-01-01 01:52:37,1000200,1734.53
2020-01-01 01:53:18,1000201,4716.62
2020-01-01 01:54:04,1000202,4180.64
2020-01-01 01:54:47,1000203,475.92
2020-01-01 01:55:09,1000204,1875.95
2020-01-01 01:55:11,1000205,4877.58
2020-01-01 01:55:53,1000206,1452.24
2020-01-01 01:56:16,1000207,1316.98
2020-01-01 01:56:33,1000208,2332.58
2020-01-01 01:56:50,1000209,3456.76
2020-01-01 01:57:27,1000210,3281.26
2020-01-01 01:57:55,1000211,74.1
2020-01-01 01:58:17,1000212,666.63
2020-01-01 01:58:43,1000213,945.91
2020-01-01 01:59:09,1000214,1317.76
2020-01-01 01:59:44,1000215,2088.95
2020-01-01 02:00:14,1000216,3635.26
2020-01-01 02:00:55,1000217,1491.42
2020-01-01 02:01:13,1000218,4693.97
2020-01-01 02:01:22,1000219,1476.56
2020-01-01 02:01:41,1000220,4585.15
2020-01-01 02:02:29,1000221,3207.5
2020-01-01 02:03:19,1000222,3444.88
2020-01-01 02:03:50,1000223,3082.08
2020-01-01 02:04:38,1000224,1285.02
2020-01-01 02:05:18,1000225,2807.93
2020-01-01 02:05:47,1000226,4046.58
2020-01-01 02:06:02,1000227,1616.67
2020-01-01 02:06:07,1000228,4681.52
2020-01-01 02:06:32,1000229,3459.05
2020-01-01 02:06:48,1000230,365.3
2020-01-01 02:07:11,1000231,3102.95
2020-01-01 02:07:25,1000232,1941.79
2020-01-01 02:08:04,1000233,1368.68
2020-01-01 02:08:18,1000234,531.63
2020-01-01 02:08:59,1000235,2691.99
2020-01-01 02:09:01,1000236,3093.85
2020-01-01 02:09:49,1000237,2647.25
2020-01-01 02:10:02,1000238,2139.53
2020-01-01 02:10:09,1000239,4974.13
2020-01-01 02:10:23,1000240,4603.86
2020-01-01 02:11:10,1000241,1409.82
2020-01-01 02:11:49,1000242,4549.87
2020-01-01 02:12:08,1000243,4107.94
2020-01-01 02:12:15,1000244,2521.45
2020-01-01 02:12:21,1000245,66.61
2020-01-01 02:12:42,1000246,4762.57
2020-01-01 02:12:45,1000247,4894.48
2020-01-01 02:12:58,1000248,2331.94
2020-01-01 02:13:46,1000249,1278.61
2020-01-01 02:14:42,1000250,1441.11
2020-01-01 02:14:58,1000251,660.98
2020-01-01 02:15:11,1000252,4316.32
2020-01-01 02:15:51,1000253,3379.73
2020-01-01 02:15:58,1000254,4924.86
2020-01-01 02:16:13,1000255,2493.14
2020-01-01 02:16:41,1000256,1667.33
2020-01-01 02:17:24,1000257,1060.23
2020-01-01 02:18:18,1000258,2089.29
2020-01-01 02:18:22,1000259,3737.71
2020-01-01 02:18:40,1000260,3535.42
2020-01-01 02:19:39,1000261,897.99
2020-01-01 02:20:14,1000262,2186.73
2020-01-01 02:21:01,1000263,2036.86
2020-01-01 02:21:18,1000264,1823.66
2020-01-01 02:22:01,1000265,4136.45
2020-01-01 02:22:17,1000266,4114.48
2020-01-01 02:23:08,1000267,2879.21
2020-01-01 02:23:23,1000268,2719.61
2020-01-01 02:23:42,1000269,4588.34
2020-01-01 02:24:29,1000270,133.54
2020-01-01 02:25:29,1000271,1359.93
2020-01-01 02:25:31,1000272,3878.75
2020-01-01 02:25:59,1000273,1349.12
2020-01-01 02:26:25,1000274,3567.21
2020-01-01 02:27:17,1000275,3951.39
2020-01-01 02:27:45,1000276,2753.54
2020-01-01 02:27:58,1000277,1120.7
2020-01-01 02:28:05,1000278,3684.59
2020-01-01 02:28:58,1000279,4377.3
2020-01-01 02:29:27,1000280,531.25
2020-01-01 02:30:14,1000281,1982.13
2020-01-01 02:30:25,1000282,869.57
2020-01-01 02:30:45,1000283,4031.29
2020-01-01 02:31:27,1000284,203.17
2020-01-01 02:31:42,1000285,4392.2
2020-01-01 02:31:56,1000286,3006.57
2020-01-01 02:32:26,1000287,2977.61
2020-01-01 02:33:20,1000288,2705.34
2020-01-01 02:33:40,1000289,544.27
2020-01-01 02:34:17,1000290,2175.49
2020-01-01 02:34:21,1000291,3566.09
2020-01-01 02:34:22,1000292,671.54
2020-01-01 02:34:37,1000293,1641.16
2020-01-01 02:34:39,1000294,981.61
2020-01-01 02:34:50,1000295,2795.73
2020-01-01 02:35:08,1000296,2962.05
2020-01-01 02:35:10,1000297,4553.69
2020-01-01 02:35:50,1000298,1431.19
2020-01-01 02:36:01,1000299,341.1
2020-01-01 02:36:10,1000300,3321.77
2020-01-01 02:36:53,1000301,2991.8
2020-01-01 02:37:03,1000302,3018.01
2020-01-01 02:37:25,1000303,1389.58
2020-01-01 02:38:07,1000304,4117.96
2020-01-01 02:38:57,1000305,1287.43
2020-01-01 02:39:29,1000306,3950.1
2020-01-01 02:40:24,1000307,4807.15
2020-01-01 02:41:19,1000308,3725.55
2020-01-01 02:42:02,1000309,575.43
2020-01-01 02:42:52,1000310,3829.7
2020-01-01 02:43:36,1000311,4335.91
2020-01-01 02:43:58,1000312,1356.29
2020-01-01 02:44:01,1000313,2711.7
2020-01-01 02:44:09,1000314,4753.82
2020-01-01 02:44:41,1000315,3611.59
2020-01-01 02:45:26,1000316,3193.39
2020-01-01 02:45:36,1000317,4921.45
2020-01-01 02:46:14,1000318,4946.09
2020-01-01 02:46:48,1000319,4782.04
2020-01-01 02:47:35,1000320,3688.81
2020-01-01 02:48:10,1000321,3801.25
2020-01-01 02:48:22,1000322,3133.41
2020-01-01 02:49:09,1000323,1933.54
2020-01-01 02:49:54,1000324,3244.41
2020-01-01 02:49:56,1000325,4198.58
2020-01-01 02:50:36,1000326,2086.93
2020-01-01 02:51:14,1000327,3493.01
2020-01-01 02:52:10,1000328,4194.69
2020-01-01 02:52:59,1000329,1975.84
2020-01-01 02:53:57,1000330,2738.84
2020-01-01 02:54:24,1000331,3317.89
2020-01-01 02:54:54,1000332,1279.55
2020-01-01 02:55:29,1000333,4071.72
2020-01-01 02:56:20,1000334,990.59
2020-01-01 02:57:02,1000335,3278.89
2020-01-01 02:57:07,1000336,3281.54
2020-01-01 02:57:34,1000337,3785.75
2020-01-01 02:57:49,1000338,761.74
2020-01-01 02:58:01,1000339,4683.2
2020-01-01 02:58:26,1000340,2523.74
2020-01-01 02:58:47,1000341,2897.26
2020-01-01 02:59:08,1000342,3068.4
2020-01-01 02:59:27,1000343,3616.33
2020-01-01 03:00:17,1000344,3271.42
2020-01-01 03:01:03,1000345,1130.47
2020-01-01 03:01:55,1000346,1518.12
2020-01-01 03:02:14,1000347,1022.97
2020-01-01 03:02:57,1000348,3727.18
2020-01-01 03:03:24,1000349,4753.94
2020-01-01 03:03:42,1000350,4358.5
2020-01-01 03:04:36,1000351,1707.39
2020-01-01 03:04:53,1000352,3965.16
2020-01-01 03:05:44,1000353,3733.04
2020-01-01 03:06:05,1000354,308.32
2020-01-01 03:06:09,1000355,4527.49
2020-01-01 03:07:09,1000356,3167.27
2020-01-01 03:07:27,1000357,2189.48
2020-01-01 03:08:03,1000358,159.71
2020-01-01 03:08:51,1000359,592.51
2020-01-01 03:09:45,1000360,2641.88
2020-01-01 03:10:45,1000361,1907.81
2020-01-01 03:11:26,1000362,2384.0
2020-01-01 03:11:42,1000363,1901.72
2020-01-01 03:12:38,1000364,619.52
2020-01-01 03:13:18,1000365,21.7
2020-01-01 03:13:20,1000366,2672.66
2020-01-01 03:13:40,1000367,3980.52
2020-01-01 03:14:00,1000368,467.55
2020-01-01 03:14:30,1000369,1242.19
2020-01-01 03:15:27,1000370,4863.38
2020-01-01 03:15:59,1000371,2789.54
2020-01-01 03:16:52,1000372,2296.41
2020-01-01 03:16:59,1000373,2034.0
2020-01-01 03:17:43,1000374,2230.72
2020-01-01 03:18:26,1000375,334.18
2020-01-01 03:18:30,1000376,256.34
2020-01-01 03:18:37,1000377,4296.96
2020-01-01 03:19:25,1000378,224.66
2020-01-01 03:19:26,1000379,1343.6
2020-01-01 03:20:07,1000380,910.53
2020-01-01 03:20:32,1000381,2692.54
2020-01-01 03:20:54,1000382,66.01
2020-01-01 03:21:14,1000383,202.45
2020-01-01 03:21:38,1000384,4394.46
2020-01-01 03:22:04,1000385,4553.6
2020-01-01 03:22:57,1000386,1354.42
2020-01-01 03:23:34,1000387,1536.7
2020-01-01 03:24:00,1000388,1862.89
2020-01-01 03:24:40,1000389,744.41
2020-01-01 03:25:37,1000390,2678.89
2020-01-01 03:26:11,1000391,192.34
2020-01-01 03:26:43,1000392,3391.08
2020-01-01 03:27:43,1000393,4824.13
2020-01-01 03:28:31,1000394,2423.12
2020-01-01 03:28:40,1000395,4069.12
2020-01-01 03:29:27,1000396,4476.29
2020-01-01 03:29:57,1000397,2085.22
2020-01-01 03:30:38,1000398,4690.59
2020-01-01 03:31:30,1000399,1943.71
2020-01-01 03:31:59,1000400,182.71
2020-01-01 03:32:36,1000401,841.42
2020-01-01 03:33:10,1000402,4079.54
2020-01-01 03:33:26,1000403,277.03
2020-01-01 03:34:03,1000404,1477.95
2020-01-01 03:34:34,1000405,2736.18
2020-01-01 03:34:44,1000406,3050.37
2020-01-01 03:35:39,1000407,259.12
2020-01-01 03:35:52,1000408,2652.6
2020-01-01 03:36:00,1000409,4164.24
2020-01-01 03:36:16,1000410,1689.1
2020-01-01 03:37:04,1000411,50.84
2020-01-01 03:38:00,1000412,4546.12
2020-01-01 03:38:48,1000413,4283.72
2020-01-01 03:39:09,1000414,1213.86
2020-01-01 03:39:57,1000415,2604.7
2020-01-01 03:40:35,1000416,220.71
2020-01-01 03:41:26,1000417,258.0
2020-01-01 03:42:01,1000418,3536.42
2020-01-01 03:42:38,1000419,1136.88
2020-01-01 03:43:10,1000420,2760.05
2020-01-01 03:43:42,1000421,3831.68
2020-01-01 03:44:10,1000422,2264.91
2020-01-01 03:45:06,1000423,4965.47
2020-01-01 03:45:16,1000424,3011.18
2020-01-01 03:46:02,1000425,1300.68
2020-01-01 03:46:30,1000426,669.35
2020-01-01 03:46:56,1000427,1248.04
2020-01-01 03:47:04,1000428,334.74
2020-01-01 03:47:23,1000429,2800.37
2020-01-01 03:47:25,1000430,1076.98
2020-01-01 03:48:09,1000431,859.29
2020-01-01 03:48:33,1000432,3885.35
2020-01-01 03:48:40,1000433,724.5
2020-01-01 03:49:11,1000434,1652.44
2020-01-01 03:49:37,1000435,2313.39
2020-01-01 03:50:22,1000436,884.0
2020-01-01 03:50:26,1000437,1640.45
2020-01-01 03:51:22,1000438,839.46
2020-01-01 03:52:14,1000439,3621.12
2020-01-01 03:53:06,1000440,1036.5
2020-01-01 03:53:40,1000441,3764.48
2020-01-01 03:54:21,1000442,1952.44
2020-01-01 03:54:29,1000443,2374.15
2020-01-01 03:54:48,1000444,3794.44
2020-01-01 03:55:23,1000445,3856.52
2020-01-01 03:55:25,1000446,4167.37
2020-01-01 03:55:35,1000447,2621.97
2020-01-01 03:56:22,1000448,3343.06
2020-01-01 03:56:31,1000449,1275.08
2020-01-01 03:57:06,1000450,998.84
2020-01-01 03:57:30,1000451,2732.3
2020-01-01 03:58:02,1000452,4700.9
2020-01-01 03:58:08,1000453,2348.34
2020-01-01 03:58:51,1000454,4030.66
2020-01-01 03:59:48,1000455,4672.15
2020-01-01 04:00:20,1000456,635.89
2020-01-01 04:01:13,1000457,3667.9
2020-01-01 04:01:22,1000458,3170.41
2020-01-01 04:01:59,1000459,122.22
2020-01-01 04:02:55,1000460,3721.1
2020-01-01 04:03:21,1000461,770.26
2020-01-01 04:04:13,1000462,4344.06
2020-01-01 04:04:43,1000463,3728.95
2020-01-01 04:05:13,1000464,433.25
2020-01-01 04:05:36,1000465,705.59
2020-01-01 04:05:44,1000466,2863.56
2020-01-01 04:06:14,1000467,1815.92
2020-01-01 04:06:52,1000468,253.92
2020-01-01 04:07:02,1000469,1883.86
2020-01-01 04:07:56,1000470,876.06
2020-01-01 04:08:38,1000471,1862.49
2020-01-01 04:08:44,1000472,4143.72
2020-01-01 04:09:44,1000473,3190.23
2020-01-01 04:10:30,1000474,3833.59
2020-01-01 04:11:03,1000475,1918.94
2020-01-01 04:11:21,1000476,733.09
2020-01-01 04:12:20,1000477,1798.1
2020-01-01 04:12:47,1000478,603.2
2020-01-01 04:12:56,1000479,4195.66
2020-01-01 04:13:30,1000480,1503.1
2020-01-01 04:13:43,1000481,2999.59
2020-01-01 04:14:13,1000482,632.49
2020-01-01 04:14:24,1000483,2280.1
2020-01-01 04:14:26,1000484,4556.59
2020-01-01 04:15:21,1000485,739.63
2020-01-01 04:16:08,1000486,1639.28
2020-01-01 04:17:00,1000487,2741.05
2020-01-01 04:17:55,1000488,3636.47
2020-01-01 04:18:34,1000489,2386.11
2020-01-01 04:18:40,1000490,1928.42
2020-01-01 04:19:27,1000491,1411.43
2020-01-01 04:20:18,1000492,4341.2
2020-01-01 04:20:20,1000493,128.25
2020-01-01 04:21:20,1000494,925.06
2020-01-01 04:22:19,1000495,4635.12
2020-01-01 04:22:57,1000496,2220.87
2020-01-01 04:23:02,1000497,4265.25
2020-01-01 04:23:09,1000498,4728.53
2020-01-01 04:23:37,1000499,2211.62
2020-01-01 04:24:33,1000500,2014.16
2020-01-01 04:25:20,1000501,4888.68
2020-01-01 04:25:39,1000502,2152.74
2020-01-01 04:25:48,1000503,3308.4
2020-01-01 04:26:37,1000504,906.07
2020-01-01 04:26:39,1000505,1480.11
2020-01-01 04:26:53,1000506,4508.27
2020-01-01 04:27:53,1000507,4386.84
2020-01-01 04:28:18,1000508,4543.44
2020-01-01 04:28:34,1000509,533.19
2020-01-01 04:29:23,1000510,1884.63
2020-01-01 04:30:15,1000511,424.67
2020-01-01 04:31:12,1000512,29.99
2020-01-01 04:31:47,1000513,3549.76
2020-01-01 04:32:05,1000514,505.18
2020-01-01 04:32:26,1000515,2757.75
2020-01-01 04:32:43,1000516,4162.85
2020-01-01 04:33:22,1000517,104.02
2020-01-01 04:34:16,1000518,28.17
2020-01-01 04:34:23,1000519,1733.76
2020-01-01 04:34:52,1000520,4286.66
2020-01-01 04:34:55,1000521,4981.04
2020-01-01 04:35:50,1000522,1005.62
2020-01-01 04:36:34,1000523,27.75
2020-01-01 04:37:01,1000524,3300.65
2020-01-01 04:37:32,1000525,792.04
2020-01-01 04:38:16,1000526,26.24
2020-01-01 04:38:38,1000527,2662.0
2020-01-01 04:39:08,1000528,2039.38
2020-01-01 04:39:31,1000529,4642.75
2020-01-01 04:39:54,1000530,3091.29
2020-01-01 04:40:15,1000531,78.94
2020-01-01 04:41:07,1000532,3804.26
2020-01-01 04:41:43,1000533,4518.69
2020-01-01 04:42:25,1000534,686.99
2020-01-01 04:42:26,1000535,3209.81
2020-01-01 04:42:30,1000536,3351.16
2020-01-01 04:43:26,1000537,2807.06
2020-01-01 04:44:20,1000538,4045.32
2020-01-01 04:44:47,1000539,3263.87
2020-01-01 04:45:40,1000540,3598.97
2020-01-01 04:45:54,1000541,3015.91
2020-01-01 04:46:38,1000542,1155.77
2020-01-01 04:46:46,1000543,2831.29
2020-01-01 04:47:02,1000544,2807.43
2020-01-01 04:47:50,1000545,3043.93
2020-01-01 04:48:09,1000546,2349.51
2020-01-01 04:48:17,1000547,796.74
2020-01-01 04:48:41,1000548,1754.31
2020-01-01 04:49:03,1000549,4133.25
2020-01-01 04:49:57,1000550,4103.25
2020-01-01 04:50:36,1000551,133.41
2020-01-01 04:50:58,1000552,4210.2
2020-01-01 04:51:23,1000553,3296.28
2020-01-01 04:51:24,1000554,3602.7
2020-01-01 04:52:08,1000555,59.28
2020-01-01 04:52:15,1000556,2845.25
2020-01-01 04:52:37,1000557,2612.14
2020-01-01 04:52:45,1000558,2872.87
2020-01-01 04:53:04,1000559,1871.01
2020-01-01 04:53:20,1000560,519.08
2020-01-01 04:54:00,1000561,1901.95
2020-01-01 04:55:00,1000562,1098.89
2020-01-01 04:55:47,1000563,235.41
2020-01-01 04:56:00,1000564,2636.3
2020-01-01 04:56:50,1000565,3011.64
2020-01-01 04:57:18,1000566,1099.42
2020-01-01 04:57:50,1000567,765.66
2020-01-01 04:58:17,1000568,674.11
2020-01-01 04:58:31,1000569,2620.98
2020-01-01 04:59:09,1000570,1584.94
2020-01-01 05:00:09,1000571,1266.37
2020-01-01 05:01:02,1000572,4844.97
2020-01-01 05:01:27,1000573,4820.92
2020-01-01 05:02:18,1000574,171.53
2020-01-01 05:02:39,1000575,1559.42
2020-01-01 05:03:08,1000576,15.58
2020-01-01 05:03:36,1000577,3104.03
2020-01-01 05:03:38,1000578,1010.73
2020-01-01 05:04:01,1000579,4143.15
2020-01-01 05:04:50,1000580,873.2
2020-01-01 05:05:12,1000581,4304.78
2020-01-01 05:05:26,1000582,3706.11
2020-01-01 05:05:50,1000583,3218.92
2020-01-01 05:06:31,1000584,2058.12
2020-01-01 05:06:53,1000585,3075.72
2020-01-01 05:07:18,1000586,3433.87
2020-01-01 05:07:27,1000587,2180.68
2020-01-01 05:08:16,1000588,4360.89
2020-01-01 05:08:17,1000589,3983.71
2020-01-01 05:08:49,1000590,3798.46
2020-01-01 05:09:11,1000591,2277.5
2020-01-01 05:09:13,1000592,804.89
2020-01-01 05:09:33,1000593,1518.8
2020-01-01 05:10:14,1000594,4205.33
2020-01-01 05:10:31,1000595,782.07
2020-01-01 05:10:53,1000596,824.81
2020-01-01 05:11:30,1000597,2484.02
2020-01-01 05:11:32,1000598,4324.74
2020-01-01 05:12:03,1000599,1360.06
2020-01-01 05:12:31,1000600,779.28
2020-01-01 05:13:03,1000601,499.55
2020-01-01 05:13:39,1000602,1229.82
2020-01-01 05:14:03,1000603,2681.1
2020-01-01 05:14:35,1000604,1687.31
2020-01-01 05:15:09,1000605,4376.91
2020-01-01 05:16:05,1000606,3434.21
2020-01-01 05:16:25,1000607,4296.47
2020-01-01 05:16:48,1000608,374.35
2020-01-01 05:17:14,1000609,4871.46
2020-01-01 05:18:11,1000610,4115.8
2020-01-01 05:18:42,1000611,1986.29
2020-01-01 05:18:58,1000612,1331.91
2020-01-01 05:19:29,1000613,21.3
2020-01-01 05:19:59,1000614,2806.38
2020-01-01 05:20:58,1000615,1636.29
2020-01-01 05:21:45,1000616,524.65
2020-01-01 05:22:30,1000617,4351.67
2020-01-01 05:23:01,1000618,4165.67
2020-01-01 05:23:22,1000619,2734.45
2020-01-01 05:23:28,1000620,2314.22
2020-01-01 05:23:30,1000621,261.49
2020-01-01 05:24:14,1000622,2857.31
2020-01-01 05:24:22,1000623,1161.12
2020-01-01 05:25:00,1000624,2674.6
2020-01-01 05:25:10,1000625,3739.49
2020-01-01 05:26:10,1000626,2954.72
2020-01-01 05:26:22,1000627,2371.27
2020-01-01 05:27:21,1000628,4513.41
2020-01-01 05:28:08,1000629,4154.04
2020-01-01 05:28:22,1000630,3239.67
2020-01-01 05:28:30,1000631,549.46
2020-01-01 05:28:35,1000632,488.17
2020-01-01 05:29:10,1000633,2448.62
2020-01-01 05:29:40,1000634,4520.53
2020-01-01 05:30:17,1000635,4865.98
2020-01-01 05:30:52,1000636,4076.6
2020-01-01 05:31:32,1000637,3913.37
2020-01-01 05:32:21,1000638,2846.43
2020-01-01 05:32:59,1000639,2128.22
